"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000796","000000386","2024-10-21","Cục cảnh sát quản lý về trật tự xã hội","Trương Willard",,"1961-02-15","Quảng Ngãi","Quảng Ninh","Thái",,,"2013-05-02","Số 387 tổ dân phố 7 phường La Khê","false"
"00000000797","000000387","2022-11-19","Cục cảnh sát quản lý về trật tự xã hội","Nam Ramiro",,"1981-01-23","Đồng Nai","Ninh Bình","Khmer",,,"2011-12-13","Số 388 tổ dân phố 7 phường La Khê","false"
"00000000798","000000387","2024-08-16","Cục cảnh sát quản lý về trật tự xã hội","Thắng Magaly",,"1981-11-09","Trà Vinh","Bắc Ninh","Khmer",,,"2021-07-27","Số 388 tổ dân phố 7 phường La Khê","false"
"00000000799","000000388","2022-09-02","Cục cảnh sát quản lý về trật tự xã hội","Đinh Parker",,"1989-09-26","Hậu Giang","Ninh Bình","Nùng",,,"1991-12-15","Số 389 tổ dân phố 7 phường La Khê","false"
"00000000800","000000389","2023-03-12","Cục cảnh sát quản lý về trật tự xã hội","Thảo Lavern",,"1975-03-06","Ninh Thuận","Quảng Ninh","Khmer",,,"2023-12-27","Số 390 tổ dân phố 7 phường La Khê","false"
"00000000801","000000389","2022-05-16","Cục cảnh sát quản lý về trật tự xã hội","Loan Portia",,"1976-01-19","Cà Mau","Quảng Bình","H'Mông",,,"2024-07-16","Số 390 tổ dân phố 7 phường La Khê","false"
"00000000802","000000389","2023-11-09","Cục cảnh sát quản lý về trật tự xã hội","Thảo Phan",,"1999-01-31","Hà Nội","Hà Nội","Khmer",,,"2024-10-08","Số 390 tổ dân phố 7 phường La Khê","false"
"00000000803","000000390","2023-08-04","Cục cảnh sát quản lý về trật tự xã hội","Trinh Clement",,"1970-07-27","Long An","Bắc Kạn","Ê Đê",,,"1999-03-11","Số 391 tổ dân phố 7 phường La Khê","false"
"00000000804","000000390","2024-03-17","Cục cảnh sát quản lý về trật tự xã hội","Trinh Mai",,"1993-01-19","Hà Nội","Hà Nội","Ê Đê",,,"2007-07-26","Số 391 tổ dân phố 7 phường La Khê","false"
"00000000805","000000391","2022-11-16","Cục cảnh sát quản lý về trật tự xã hội","Mai Rusty",,"1986-02-24","Hà Giang","Vĩnh Long","H'Mông",,,"2013-02-09","Số 392 tổ dân phố 7 phường La Khê","false"
"00000000806","000000391","2024-04-17","Cục cảnh sát quản lý về trật tự xã hội","Đinh Joetta",,"1986-05-04","Lạng Sơn","Gia Lai","Khmer",,,"2014-05-09","Số 392 tổ dân phố 7 phường La Khê","true"
"00000000807","000000391","2022-10-01","Cục cảnh sát quản lý về trật tự xã hội","Mai Hoàng",,"2009-09-02","Hà Nội","Hà Nội","H'Mông",,,"2020-02-08","Số 392 tổ dân phố 7 phường La Khê","false"
"00000000808","000000392","2024-07-03","Cục cảnh sát quản lý về trật tự xã hội","Tâm Mohammed",,"1964-12-08","Lào Cai","Bến Tre","Dao",,,"2017-08-21","Số 393 tổ dân phố 7 phường La Khê","false"
"00000000809","000000392","2023-07-06","Cục cảnh sát quản lý về trật tự xã hội","Tâm Lý",,"1987-01-06","Hà Nội","Hà Nội","Dao",,,"2020-12-23","Số 393 tổ dân phố 7 phường La Khê","true"
"00000000810","000000393","2024-09-06","Cục cảnh sát quản lý về trật tự xã hội","Hòa Vincent",,"1976-04-25","Sóc Trăng","Bà Rịa Vũng Tàu","Nùng",,,"2012-09-29","Số 394 tổ dân phố 7 phường La Khê","false"
"00000000811","000000393","2023-06-06","Cục cảnh sát quản lý về trật tự xã hội","Vũ Elane",,"1976-11-03","TP Đà Nẵng","Thanh Hóa","Ê Đê",,,"2023-07-31","Số 394 tổ dân phố 7 phường La Khê","false"
"00000000812","000000393","2024-04-17","Cục cảnh sát quản lý về trật tự xã hội","Hòa Mai",,"1999-01-13","Hà Nội","Hà Nội","Nùng",,,"2024-01-14","Số 394 tổ dân phố 7 phường La Khê","false"
"00000000813","000000394","2022-05-08","Cục cảnh sát quản lý về trật tự xã hội","Long Bryan",,"1996-04-24","Đắk Lắk","Quảng Nam","Tày",,,"2016-07-10","Số 395 tổ dân phố 7 phường La Khê","false"
"00000000814","000000394","2024-09-27","Cục cảnh sát quản lý về trật tự xã hội","Long Đoàn",,"2018-06-12","Hà Nội","Hà Nội","Tày",,,"2022-04-11","Số 395 tổ dân phố 7 phường La Khê","false"
"00000000815","000000395","2023-10-26","Cục cảnh sát quản lý về trật tự xã hội","Hồ Carey",,"1990-02-11","Nghệ An","Tuyên Quang","Khmer",,,"2007-09-05","Số 396 tổ dân phố 7 phường La Khê","false"
"00000000816","000000396","2024-05-26","Cục cảnh sát quản lý về trật tự xã hội","Phong Ferdinand",,"1963-03-19","Bình Thuận","Tuyên Quang","Thái",,,"2018-11-26","Số 397 tổ dân phố 7 phường La Khê","false"
"00000000817","000000396","2023-10-24","Cục cảnh sát quản lý về trật tự xã hội","Thu Albertine",,"1963-05-26","Hà Tĩnh","Bạc Liêu","Dao",,,"2021-09-29","Số 397 tổ dân phố 7 phường La Khê","false"
"00000000818","000000396","2023-02-12","Cục cảnh sát quản lý về trật tự xã hội","Phong Lê",,"1985-01-02","Hà Nội","Hà Nội","Thái",,,"2023-10-24","Số 397 tổ dân phố 7 phường La Khê","false"
"00000000819","000000397","2024-03-29","Cục cảnh sát quản lý về trật tự xã hội","Đặng Norberto",,"1965-04-28","Bình Dương","Lai Châu","Tày",,,"2010-03-28","Số 398 tổ dân phố 7 phường La Khê","false"
"00000000820","000000397","2022-03-25","Cục cảnh sát quản lý về trật tự xã hội","Đặng Lâm",,"1987-06-29","Hà Nội","Hà Nội","Tày",,,"2021-01-12","Số 398 tổ dân phố 7 phường La Khê","false"
"00000000821","000000397","2024-04-07","Cục cảnh sát quản lý về trật tự xã hội","Đặng Ngô",,"1987-08-24","Hà Nội","Hà Nội","Tày",,,"2022-12-31","Số 398 tổ dân phố 7 phường La Khê","false"
"00000000822","000000398","2022-11-19","Cục cảnh sát quản lý về trật tự xã hội","Phong Alberto",,"1987-09-16","TP Đà Nẵng","Bến Tre","Ê Đê",,,"1994-01-08","Số 399 tổ dân phố 7 phường La Khê","false"
"00000000823","000000399","2023-04-16","Cục cảnh sát quản lý về trật tự xã hội","Bửu Hosea",,"1983-05-06","TP TP. Hồ Chí Minh","TP Hải Phòng","Hoa",,,"2003-10-18","Số 400 tổ dân phố 7 phường La Khê","false"
"00000000824","000000399","2024-08-23","Cục cảnh sát quản lý về trật tự xã hội","Quốc Yung",,"1983-11-09","Hà Giang","Thanh Hóa","H'Mông",,,"2020-01-21","Số 400 tổ dân phố 7 phường La Khê","false"
"00000000825","000000400","2022-05-19","Cục cảnh sát quản lý về trật tự xã hội","Lý Arnold",,"1995-02-13","Hưng Yên","Lạng Sơn","Tày",,,"2006-12-12","Số 401 tổ dân phố 7 phường La Khê","false"
"00000000826","000000401","2022-01-08","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Randal",,"1988-10-17","Bắc Kạn","Ninh Thuận","Hoa",,,"1998-10-02","Số 402 tổ dân phố 7 phường La Khê","false"
"00000000827","000000401","2023-07-02","Cục cảnh sát quản lý về trật tự xã hội","Trần Mattie",,"1989-10-08","Đồng Tháp","Bình Định","Khmer",,,"2022-01-02","Số 402 tổ dân phố 7 phường La Khê","false"
"00000000828","000000401","2023-08-08","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Phùng",,"2011-01-17","Hà Nội","Hà Nội","Hoa",,,"2022-09-24","Số 402 tổ dân phố 7 phường La Khê","false"
"00000000829","000000401","2022-06-05","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Vương",,"2012-09-27","Hà Nội","Hà Nội","Hoa",,,"2024-09-02","Số 402 tổ dân phố 7 phường La Khê","false"
"00000000830","000000402","2022-09-28","Cục cảnh sát quản lý về trật tự xã hội","Vinh Major",,"1985-04-25","Tây Ninh","Hải Dương","Tày",,,"2024-06-30","Số 403 tổ dân phố 7 phường La Khê","false"
"00000000831","000000402","2023-05-05","Cục cảnh sát quản lý về trật tự xã hội","Khoa Shay",,"1986-01-30","Hà Tĩnh","Thái Bình","Ê Đê",,,"2024-12-11","Số 403 tổ dân phố 7 phường La Khê","false"
"00000000832","000000402","2022-07-18","Cục cảnh sát quản lý về trật tự xã hội","Vinh Hồ",,"2006-09-22","Hà Nội","Hà Nội","Tày",,,"2024-12-14","Số 403 tổ dân phố 7 phường La Khê","false"
"00000000833","000000402","2024-08-16","Cục cảnh sát quản lý về trật tự xã hội","Vinh Dương",,"2008-05-12","Hà Nội","Hà Nội","Tày",,,"2024-12-26","Số 403 tổ dân phố 7 phường La Khê","false"
"00000000834","000000403","2022-10-28","Cục cảnh sát quản lý về trật tự xã hội","Đào Tad",,"1973-08-20","Hưng Yên","Đắk Lắk","Gia Rai",,,"2011-02-11","Số 404 tổ dân phố 7 phường La Khê","false"
"00000000835","000000403","2024-09-20","Cục cảnh sát quản lý về trật tự xã hội","Sinh Mariana",,"1974-03-15","Lai Châu","Đắk Nông","Kinh",,,"2014-03-29","Số 404 tổ dân phố 7 phường La Khê","false"
"00000000836","000000403","2024-03-20","Cục cảnh sát quản lý về trật tự xã hội","Đào Hà",,"1995-07-05","Hà Nội","Hà Nội","Gia Rai",,,"2020-10-02","Số 404 tổ dân phố 7 phường La Khê","false"
"00000000837","000000403","2023-01-04","Cục cảnh sát quản lý về trật tự xã hội","Đào Vũ",,"1997-10-06","Hà Nội","Hà Nội","Gia Rai",,,"2024-09-14","Số 404 tổ dân phố 7 phường La Khê","false"
"00000000838","000000404","2022-09-05","Cục cảnh sát quản lý về trật tự xã hội","Phú Zane",,"1981-10-13","Nghệ An","Bến Tre","H'Mông",,,"2002-09-06","Số 405 tổ dân phố 7 phường La Khê","false"
"00000000839","000000404","2022-11-25","Cục cảnh sát quản lý về trật tự xã hội","Phú Phùng",,"2002-12-08","Hà Nội","Hà Nội","H'Mông",,,"2019-08-05","Số 405 tổ dân phố 7 phường La Khê","true"
"00000000840","000000404","2023-10-07","Cục cảnh sát quản lý về trật tự xã hội","Phú Trần",,"2003-06-10","Hà Nội","Hà Nội","H'Mông",,,"2022-02-17","Số 405 tổ dân phố 7 phường La Khê","false"
"00000000841","000000405","2023-06-30","Cục cảnh sát quản lý về trật tự xã hội","Tú Gilberto",,"1977-10-10","Nam Định","Thái Bình","H'Mông",,,"2024-07-02","Số 406 tổ dân phố 7 phường La Khê","false"
"00000000842","000000405","2023-05-09","Cục cảnh sát quản lý về trật tự xã hội","Tú Tô",,"2001-09-10","Hà Nội","Hà Nội","H'Mông",,,"2024-08-18","Số 406 tổ dân phố 7 phường La Khê","false"
"00000000843","000000405","2022-12-03","Cục cảnh sát quản lý về trật tự xã hội","Tú Bùi",,"2000-08-21","Hà Nội","Hà Nội","H'Mông",,,"2024-08-19","Số 406 tổ dân phố 7 phường La Khê","true"
"00000000844","000000406","2022-01-23","Cục cảnh sát quản lý về trật tự xã hội","Vương Francesco",,"1989-10-28","Bến Tre","Quảng Ngãi","H'Mông",,,"2013-02-26","Số 407 tổ dân phố 7 phường La Khê","false"
"00000000845","000000406","2023-10-07","Cục cảnh sát quản lý về trật tự xã hội","Đinh Juliette",,"1990-03-24","Vĩnh Long","Ninh Thuận","Mường",,,"2017-06-19","Số 407 tổ dân phố 7 phường La Khê","false"
"00000000846","000000406","2024-10-25","Cục cảnh sát quản lý về trật tự xã hội","Vương Lâm",,"2010-11-28","Hà Nội","Hà Nội","H'Mông",,,"2020-04-10","Số 407 tổ dân phố 7 phường La Khê","false"
"00000000847","000000407","2023-10-05","Cục cảnh sát quản lý về trật tự xã hội","Dương Deandre",,"1961-03-25","Phú Yên","Nghệ An","H'Mông",,,"2000-02-02","Số 408 tổ dân phố 7 phường La Khê","false"
"00000000848","000000407","2023-06-25","Cục cảnh sát quản lý về trật tự xã hội","Ngọc Gita",,"1961-11-23","Hòa Bình","Hà Tây","H'Mông",,,"2017-07-12","Số 408 tổ dân phố 7 phường La Khê","true"
"00000000849","000000407","2024-11-02","Cục cảnh sát quản lý về trật tự xã hội","Dương Vương",,"1983-01-18","Hà Nội","Hà Nội","H'Mông",,,"2018-02-18","Số 408 tổ dân phố 7 phường La Khê","true"
"00000000850","000000408","2022-07-31","Cục cảnh sát quản lý về trật tự xã hội","Ngô Burt",,"1990-12-05","Bắc Giang","Sóc Trăng","Thái",,,"1991-11-04","Số 409 tổ dân phố 7 phường La Khê","false"
"00000000851","000000408","2023-10-04","Cục cảnh sát quản lý về trật tự xã hội","Ngô Phùng",,"2014-11-04","Hà Nội","Hà Nội","Thái",,,"2018-09-19","Số 409 tổ dân phố 7 phường La Khê","true"
"00000000852","000000409","2024-06-13","Cục cảnh sát quản lý về trật tự xã hội","Cường Lance",,"1979-07-20","Phú Thọ","Sóc Trăng","Gia Rai",,,"2012-10-08","Số 410 tổ dân phố 7 phường La Khê","false"
"00000000853","000000409","2024-06-07","Cục cảnh sát quản lý về trật tự xã hội","Cường Lý",,"1999-08-15","Hà Nội","Hà Nội","Gia Rai",,,"2017-02-26","Số 410 tổ dân phố 7 phường La Khê","false"
"00000000854","000000410","2024-01-06","Cục cảnh sát quản lý về trật tự xã hội","Bửu Columbus",,"1988-02-10","Nam Định","Hải Dương","Ê Đê",,,"2002-01-12","Số 411 tổ dân phố 7 phường La Khê","false"
"00000000855","000000410","2024-07-19","Cục cảnh sát quản lý về trật tự xã hội","Bửu Hoàng",,"2010-02-12","Hà Nội","Hà Nội","Ê Đê",,,"2022-07-18","Số 411 tổ dân phố 7 phường La Khê","false"
"00000000856","000000410","2022-10-09","Cục cảnh sát quản lý về trật tự xã hội","Bửu Phùng",,"2011-03-07","Hà Nội","Hà Nội","Ê Đê",,,"2023-07-24","Số 411 tổ dân phố 7 phường La Khê","false"
"00000000857","000000411","2024-04-06","Cục cảnh sát quản lý về trật tự xã hội","Dương German",,"1960-08-25","Ninh Thuận","Bình Dương","Nùng",,,"2019-11-06","Số 412 tổ dân phố 7 phường La Khê","false"
"00000000858","000000411","2024-07-14","Cục cảnh sát quản lý về trật tự xã hội","Đức Serena",,"1961-03-23","TP Cần Thơ","Hà Tây","Gia Rai",,,"2023-06-11","Số 412 tổ dân phố 7 phường La Khê","false"
"00000000859","000000412","2024-04-28","Cục cảnh sát quản lý về trật tự xã hội","Đinh Dan",,"1971-09-25","TP Hải Phòng","Quảng Trị","Kinh",,,"2007-10-26","Số 413 tổ dân phố 7 phường La Khê","false"
"00000000860","000000412","2022-05-12","Cục cảnh sát quản lý về trật tự xã hội","Đào Sindy",,"1971-11-18","Thái Bình","Đắk Lắk","Kinh",,,"2019-07-08","Số 413 tổ dân phố 7 phường La Khê","false"
"00000000861","000000412","2024-02-13","Cục cảnh sát quản lý về trật tự xã hội","Đinh Hà",,"1992-08-25","Hà Nội","Hà Nội","Kinh",,,"2024-03-11","Số 413 tổ dân phố 7 phường La Khê","false"
"00000000862","000000413","2024-02-28","Cục cảnh sát quản lý về trật tự xã hội","Phong Marlon",,"1974-10-07","Tây Ninh","Sóc Trăng","Khmer",,,"2012-06-28","Số 414 tổ dân phố 7 phường La Khê","false"
"00000000863","000000413","2024-09-11","Cục cảnh sát quản lý về trật tự xã hội","Nhân Isabelle",,"1975-01-17","Điện Biên","TP Cần Thơ","Tày",,,"2020-12-17","Số 414 tổ dân phố 7 phường La Khê","false"
"00000000864","000000413","2022-07-25","Cục cảnh sát quản lý về trật tự xã hội","Phong Mai",,"1995-06-17","Hà Nội","Hà Nội","Khmer",,,"2022-01-10","Số 414 tổ dân phố 7 phường La Khê","false"
"00000000865","000000414","2023-04-07","Cục cảnh sát quản lý về trật tự xã hội","Long Wilfredo",,"1994-07-25","An Giang","Thái Nguyên","Mường",,,"2020-09-05","Số 415 tổ dân phố 7 phường La Khê","false"
"00000000866","000000414","2024-01-07","Cục cảnh sát quản lý về trật tự xã hội","Minh Annelle",,"1995-02-07","Thái Bình","Hưng Yên","Tày",,,"2021-11-17","Số 415 tổ dân phố 7 phường La Khê","false"
"00000000867","000000414","2024-11-25","Cục cảnh sát quản lý về trật tự xã hội","Long Đào",,"2019-01-09","Hà Nội","Hà Nội","Mường",,,"2024-03-18","Số 415 tổ dân phố 7 phường La Khê","false"
"00000000868","000000415","2023-03-22","Cục cảnh sát quản lý về trật tự xã hội","Thủy Logan",,"1989-09-05","Bắc Kạn","Lai Châu","H'Mông",,,"2020-05-01","Số 416 tổ dân phố 7 phường La Khê","false"
"00000000869","000000416","2022-09-13","Cục cảnh sát quản lý về trật tự xã hội","Sơn Wilburn",,"1986-09-10","Hà Tây","Đắk Nông","Thái",,,"2017-10-12","Số 417 tổ dân phố 7 phường La Khê","false"
"00000000870","000000416","2022-11-23","Cục cảnh sát quản lý về trật tự xã hội","Minh Berry",,"1987-06-01","Lào Cai","Hải Dương","Nùng",,,"2019-11-17","Số 417 tổ dân phố 7 phường La Khê","false"
"00000000871","000000416","2024-05-13","Cục cảnh sát quản lý về trật tự xã hội","Sơn Hoàng",,"2011-04-25","Hà Nội","Hà Nội","Thái",,,"2021-05-05","Số 417 tổ dân phố 7 phường La Khê","false"
"00000000872","000000417","2024-01-13","Cục cảnh sát quản lý về trật tự xã hội","Ngô Jeffrey",,"1970-09-01","Phú Yên","Thái Nguyên","Khmer",,,"2024-12-26","Số 418 tổ dân phố 7 phường La Khê","false"
"00000000873","000000418","2024-12-29","Cục cảnh sát quản lý về trật tự xã hội","Tâm Del",,"1972-09-05","Quảng Bình","Thanh Hóa","Gia Rai",,,"1989-07-10","Số 419 tổ dân phố 7 phường La Khê","false"
"00000000874","000000418","2022-04-23","Cục cảnh sát quản lý về trật tự xã hội","Đặng Mercedez",,"1973-07-24","Tiền Giang","Vĩnh Long","Kinh",,,"1998-05-07","Số 419 tổ dân phố 7 phường La Khê","false"
"00000000875","000000418","2023-01-12","Cục cảnh sát quản lý về trật tự xã hội","Tâm Dương",,"1996-10-01","Hà Nội","Hà Nội","Gia Rai",,,"2018-12-20","Số 419 tổ dân phố 7 phường La Khê","false"
"00000000876","000000419","2023-09-04","Cục cảnh sát quản lý về trật tự xã hội","Trương Shaun",,"1953-03-11","Bắc Ninh","An Giang","Khmer",,,"2024-08-01","Số 420 tổ dân phố 7 phường La Khê","false"
"00000000877","000000419","2022-09-08","Cục cảnh sát quản lý về trật tự xã hội","Long Josephina",,"1953-09-09","Vĩnh Long","Quảng Ninh","Nùng",,,"2024-10-04","Số 420 tổ dân phố 7 phường La Khê","false"
"00000000878","000000420","2022-08-12","Cục cảnh sát quản lý về trật tự xã hội","Trần Timothy",,"1997-06-14","Nam Định","Gia Lai","Mường",,,"2014-01-19","Số 421 tổ dân phố 7 phường La Khê","false"
"00000000879","000000421","2022-12-23","Cục cảnh sát quản lý về trật tự xã hội","Thắm Hal",,"1958-07-07","Lạng Sơn","Tiền Giang","Kinh",,,"2018-09-11","Số 422 tổ dân phố 7 phường La Khê","false"
"00000000880","000000421","2024-01-22","Cục cảnh sát quản lý về trật tự xã hội","Dung Lucile",,"1958-10-15","Hậu Giang","Đắk Nông","Gia Rai",,,"2021-11-15","Số 422 tổ dân phố 7 phường La Khê","true"
"00000000881","000000422","2023-03-30","Cục cảnh sát quản lý về trật tự xã hội","Triệu Raphael",,"1952-07-09","TP Đà Nẵng","Cao Bằng","H'Mông",,,"1991-07-30","Số 423 tổ dân phố 7 phường La Khê","false"
"00000000882","000000422","2024-12-26","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Kyla",,"1952-07-24","Long An","An Giang","Dao",,,"2014-07-31","Số 423 tổ dân phố 7 phường La Khê","false"
"00000000883","000000423","2023-04-26","Cục cảnh sát quản lý về trật tự xã hội","Hà Chi",,"1995-02-21","Đắk Nông","Yên Bái","Kinh",,,"2009-08-01","Số 424 tổ dân phố 7 phường La Khê","false"
"00000000884","000000423","2024-10-22","Cục cảnh sát quản lý về trật tự xã hội","Hà Bùi",,"2015-10-16","Hà Nội","Hà Nội","Kinh",,,"2017-09-10","Số 424 tổ dân phố 7 phường La Khê","false"
"00000000885","000000423","2024-11-27","Cục cảnh sát quản lý về trật tự xã hội","Hà Phan",,"2018-08-13","Hà Nội","Hà Nội","Kinh",,,"2019-08-31","Số 424 tổ dân phố 7 phường La Khê","false"
"00000000886","000000424","2023-06-17","Cục cảnh sát quản lý về trật tự xã hội","Mai Monty",,"1987-05-11","An Giang","Cà Mau","Kinh",,,"2004-07-16","Số 425 tổ dân phố 7 phường La Khê","false"
"00000000887","000000424","2023-07-08","Cục cảnh sát quản lý về trật tự xã hội","Mai Đỗ",,"2008-12-21","Hà Nội","Hà Nội","Kinh",,,"2022-04-20","Số 425 tổ dân phố 7 phường La Khê","false"
"00000000888","000000424","2024-01-04","Cục cảnh sát quản lý về trật tự xã hội","Mai Đoàn",,"2010-10-08","Hà Nội","Hà Nội","Kinh",,,"2024-09-07","Số 425 tổ dân phố 7 phường La Khê","false"
"00000000889","000000425","2023-02-11","Cục cảnh sát quản lý về trật tự xã hội","Sinh Jeremy",,"1952-03-18","Hòa Bình","Phú Yên","Mường",,,"2003-10-02","Số 426 tổ dân phố 7 phường La Khê","false"
"00000000890","000000425","2022-07-24","Cục cảnh sát quản lý về trật tự xã hội","Tú Argelia",,"1952-07-21","Cà Mau","Thanh Hóa","Gia Rai",,,"2023-09-19","Số 426 tổ dân phố 7 phường La Khê","true"
"00000000891","000000425","2023-07-08","Cục cảnh sát quản lý về trật tự xã hội","Sinh Hà",,"1972-11-20","Hà Nội","Hà Nội","Mường",,,"2024-01-23","Số 426 tổ dân phố 7 phường La Khê","false"
"00000000892","000000425","2023-02-24","Cục cảnh sát quản lý về trật tự xã hội","Sinh Dương",,"1974-12-11","Hà Nội","Hà Nội","Mường",,,"2024-06-24","Số 426 tổ dân phố 7 phường La Khê","true"
"00000000893","000000426","2022-09-27","Cục cảnh sát quản lý về trật tự xã hội","Bùi Sydney",,"1974-01-31","Bắc Giang","Quảng Ninh","Thái",,,"2004-10-09","Số 427 tổ dân phố 7 phường La Khê","false"
"00000000894","000000426","2023-08-09","Cục cảnh sát quản lý về trật tự xã hội","Phùng Yan",,"1974-09-02","TP Đà Nẵng","Quảng Ngãi","Thái",,,"2005-07-04","Số 427 tổ dân phố 7 phường La Khê","false"
"00000000895","000000427","2023-02-26","Cục cảnh sát quản lý về trật tự xã hội","Hà Dominique",,"1995-04-09","Hậu Giang","Nghệ An","Dao",,,"2015-09-01","Số 428 tổ dân phố 7 phường La Khê","false"
"00000000896","000000427","2024-05-07","Cục cảnh sát quản lý về trật tự xã hội","Hà Hồ",,"2018-07-23","Hà Nội","Hà Nội","Dao",,,"2022-08-30","Số 428 tổ dân phố 7 phường La Khê","false"
"00000000897","000000428","2022-06-24","Cục cảnh sát quản lý về trật tự xã hội","Khoa Alva",,"1964-03-05","Ninh Bình","Vĩnh Long","Thái",,,"2012-03-01","Số 429 tổ dân phố 7 phường La Khê","false"
"00000000898","000000428","2024-07-10","Cục cảnh sát quản lý về trật tự xã hội","Hòa Britany",,"1964-06-25","Hậu Giang","Ninh Bình","Khmer",,,"2013-07-04","Số 429 tổ dân phố 7 phường La Khê","false"
"00000000899","000000428","2024-01-12","Cục cảnh sát quản lý về trật tự xã hội","Khoa Ngô",,"1985-11-23","Hà Nội","Hà Nội","Thái",,,"2016-04-05","Số 429 tổ dân phố 7 phường La Khê","true"
"00000000900","000000429","2024-08-10","Cục cảnh sát quản lý về trật tự xã hội","Dương Rashad",,"1977-10-29","Kiên Giang","Thái Nguyên","Dao",,,"2022-09-30","Số 430 tổ dân phố 7 phường La Khê","false"
"00000000901","000000429","2023-09-15","Cục cảnh sát quản lý về trật tự xã hội","Dương Hoàng",,"1999-05-13","Hà Nội","Hà Nội","Dao",,,"2023-02-21","Số 430 tổ dân phố 7 phường La Khê","false"
"00000000902","000000429","2023-10-11","Cục cảnh sát quản lý về trật tự xã hội","Dương Đỗ",,"1999-11-05","Hà Nội","Hà Nội","Dao",,,"2023-12-29","Số 430 tổ dân phố 7 phường La Khê","true"
"00000000903","000000430","2024-12-13","Cục cảnh sát quản lý về trật tự xã hội","Nhân Israel",,"1953-08-26","Sóc Trăng","Đồng Nai","H'Mông",,,"2022-01-28","Số 431 tổ dân phố 7 phường La Khê","false"
"00000000904","000000430","2024-04-30","Cục cảnh sát quản lý về trật tự xã hội","Nhân Đào",,"1975-05-07","Hà Nội","Hà Nội","H'Mông",,,"2024-05-08","Số 431 tổ dân phố 7 phường La Khê","false"
"00000000905","000000430","2023-04-24","Cục cảnh sát quản lý về trật tự xã hội","Nhân Đặng",,"1974-09-03","Hà Nội","Hà Nội","H'Mông",,,"2024-07-14","Số 431 tổ dân phố 7 phường La Khê","false"
"00000000906","000000431","2023-02-28","Cục cảnh sát quản lý về trật tự xã hội","Tăng Mel",,"1967-09-04","Vĩnh Long","Gia Lai","Hoa",,,"2020-06-17","Số 432 tổ dân phố 7 phường La Khê","false"
"00000000907","000000432","2022-06-18","Cục cảnh sát quản lý về trật tự xã hội","Đinh Les",,"1977-12-29","Kiên Giang","Ninh Bình","Tày",,,"2007-05-18","Số 433 tổ dân phố 7 phường La Khê","false"
"00000000908","000000432","2022-06-26","Cục cảnh sát quản lý về trật tự xã hội","Sa Kindra",,"1978-01-01","Quảng Trị","Quảng Trị","Khmer",,,"2011-08-08","Số 433 tổ dân phố 7 phường La Khê","false"
"00000000909","000000433","2023-01-20","Cục cảnh sát quản lý về trật tự xã hội","Kha Emery",,"1955-05-12","Quảng Trị","TP Cần Thơ","Tày",,,"1988-08-23","Số 434 tổ dân phố 7 phường La Khê","false"
"00000000910","000000433","2023-02-28","Cục cảnh sát quản lý về trật tự xã hội","Tăng Karyl",,"1955-06-18","Ninh Bình","Bắc Ninh","Gia Rai",,,"2022-12-05","Số 434 tổ dân phố 7 phường La Khê","true"
"00000000911","000000433","2023-11-28","Cục cảnh sát quản lý về trật tự xã hội","Kha Đỗ",,"1977-07-06","Hà Nội","Hà Nội","Tày",,,"2023-01-25","Số 434 tổ dân phố 7 phường La Khê","true"
"00000000912","000000434","2024-03-25","Cục cảnh sát quản lý về trật tự xã hội","Lê Ignacio",,"1984-04-12","Phú Thọ","Hà Tây","Khmer",,,"1989-01-24","Số 435 tổ dân phố 7 phường La Khê","false"
"00000000913","000000434","2022-05-22","Cục cảnh sát quản lý về trật tự xã hội","Lê Leilani",,"1985-01-16","Hà Tây","Hà Tĩnh","Khmer",,,"2016-01-26","Số 435 tổ dân phố 7 phường La Khê","true"
"00000000914","000000434","2023-12-12","Cục cảnh sát quản lý về trật tự xã hội","Lê Vương",,"2005-08-27","Hà Nội","Hà Nội","Khmer",,,"2018-08-29","Số 435 tổ dân phố 7 phường La Khê","false"
"00000000915","000000435","2024-12-15","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Johnson",,"1962-03-13","Lâm Đồng","Vĩnh Phúc","H'Mông",,,"2009-06-02","Số 436 tổ dân phố 7 phường La Khê","false"
"00000000916","000000436","2023-06-21","Cục cảnh sát quản lý về trật tự xã hội","Loan Cole",,"1989-02-03","Trà Vinh","Bắc Kạn","Thái",,,"2004-11-27","Số 437 tổ dân phố 7 phường La Khê","false"
"00000000917","000000436","2022-08-09","Cục cảnh sát quản lý về trật tự xã hội","Ngọc Margene",,"1989-04-05","Bắc Kạn","Bình Định","Dao",,,"2011-04-12","Số 437 tổ dân phố 7 phường La Khê","false"
"00000000918","000000436","2023-07-05","Cục cảnh sát quản lý về trật tự xã hội","Loan Tô",,"2009-09-27","Hà Nội","Hà Nội","Thái",,,"2020-06-05","Số 437 tổ dân phố 7 phường La Khê","false"
